港口,货物,年份,月份,吞吐量
泰州港,大麦,2021,6,1311
泰州港,大麦,2021,7,2685
泰州港,大麦,2021,8,2012
泰州港,大麦,2021,9,1800
泰州港,大麦,2021,10,2029
泰州港,大麦,2021,11,1665
泰州港,大麦,2021,12,4519
泰州港,大麦,2022,1,1540
泰州港,大麦,2022,2,2024
泰州港,大麦,2022,3,2215
泰州港,大麦,2022,4,1507
泰州港,大麦,2022,5,1868
泰州港,大麦,2022,6,2857
泰州港,大麦,2022,7,4031
泰州港,大麦,2022,8,570
泰州港,大麦,2022,9,3851
泰州港,大麦,2022,10,2568
泰州港,大麦,2022,11,1493
泰州港,大麦,2022,12,1945
泰州港,天然橡胶,2020,1,1810
泰州港,天然橡胶,2020,2,1257
泰州港,天然橡胶,2020,3,2250
泰州港,天然橡胶,2020,4,2540
泰州港,天然橡胶,2020,5,2978
泰州港,天然橡胶,2020,6,1757
泰州港,天然橡胶,2020,7,1473
泰州港,天然橡胶,2020,8,2371
泰州港,天然橡胶,2020,9,2340
泰州港,天然橡胶,2020,10,2953
泰州港,天然橡胶,2020,11,2931
泰州港,天然橡胶,2020,12,2068
泰州港,天然橡胶,2021,1,2031
泰州港,天然橡胶,2021,2,2074
泰州港,天然橡胶,2021,3,1701
泰州港,天然橡胶,2021,4,3532
泰州港,天然橡胶,2021,5,2586
泰州港,天然橡胶,2021,6,3239
泰州港,天然橡胶,2021,7,1631
泰州港,天然橡胶,2021,8,2134
泰州港,天然橡胶,2021,9,1827
泰州港,天然橡胶,2021,10,2513
泰州港,天然橡胶,2021,11,2243
泰州港,天然橡胶,2021,12,3561
泰州港,天然橡胶,2022,1,3471
泰州港,天然橡胶,2022,2,1715
泰州港,天然橡胶,2022,3,4074
泰州港,天然橡胶,2022,4,1928
泰州港,天然橡胶,2022,5,2782
泰州港,天然橡胶,2022,6,2227
泰州港,天然橡胶,2022,7,1462
泰州港,天然橡胶,2022,8,2645
泰州港,天然橡胶,2022,9,4452
泰州港,天然橡胶,2022,10,1537
泰州港,天然橡胶,2022,11,4280
泰州港,天然橡胶,2022,12,2314
泰州港,小牛,2020,1,1258
泰州港,小牛,2020,2,2094
泰州港,小牛,2020,3,1749
泰州港,小牛,2020,4,2540
泰州港,小牛,2020,5,899
泰州港,小牛,2020,6,3290
泰州港,小牛,2020,7,1559
泰州港,小牛,2020,8,3154
泰州港,小牛,2020,9,1251
泰州港,小牛,2020,10,3064
泰州港,小牛,2020,11,2447
泰州港,小牛,2020,12,2813
泰州港,小牛,2021,1,3061
泰州港,小牛,2021,2,410
泰州港,小牛,2021,3,1202
泰州港,小牛,2021,4,1503
泰州港,小牛,2021,5,1586
泰州港,小牛,2021,6,1753
泰州港,小牛,2021,7,3580
泰州港,小牛,2021,8,2835
泰州港,小牛,2021,9,1919
泰州港,小牛,2021,10,701
泰州港,小牛,2021,11,2154
泰州港,小牛,2021,12,2790
泰州港,小牛,2022,1,3440
泰州港,小牛,2022,2,745
泰州港,小牛,2022,3,2116
泰州港,小牛,2022,4,1393
泰州港,小牛,2022,5,2284
泰州港,小牛,2022,6,1382
泰州港,小牛,2022,7,2861
泰州港,小牛,2022,8,4066
泰州港,小牛,2022,9,941
泰州港,小牛,2022,10,1081
泰州港,小牛,2022,11,2180
泰州港,小牛,2022,12,2550
泰州港,小麦,2019,12,290
泰州港,小麦,2020,1,2524
泰州港,小麦,2020,2,2179
泰州港,小麦,2020,3,2104
泰州港,小麦,2020,4,1128
泰州港,小麦,2020,5,3879
泰州港,小麦,2020,6,1045
泰州港,小麦,2020,7,3078
泰州港,小麦,2020,8,4290
泰州港,小麦,2020,9,892
泰州港,小麦,2020,10,1594
泰州港,小麦,2020,11,879
泰州港,小麦,2020,12,2564
泰州港,小麦,2021,1,2178
泰州港,小麦,2021,2,1806
泰州港,小麦,2021,3,1534
泰州港,小麦,2021,4,418
泰州港,小麦,2021,5,2608
泰州港,小麦,2021,6,1550
泰州港,小麦,2021,7,1860
泰州港,小麦,2021,8,3133
泰州港,小麦,2021,9,3107
泰州港,小麦,2021,10,1500
泰州港,小麦,2021,11,596
泰州港,小麦,2021,12,1094
泰州港,小麦,2022,1,1299
泰州港,小麦,2022,2,3028
泰州港,小麦,2022,3,2687
泰州港,小麦,2022,4,2416
泰州港,小麦,2022,5,1874
泰州港,小麦,2022,6,3532
泰州港,小麦,2022,7,2142
泰州港,小麦,2022,8,1351
泰州港,小麦,2022,9,2694
泰州港,小麦,2022,10,2453
泰州港,小麦,2022,11,797
泰州港,小麦,2022,12,1866
泰州港,木材,2020,1,2142
泰州港,木材,2020,2,2194
泰州港,木材,2020,3,1324
泰州港,木材,2020,4,1964
泰州港,木材,2020,5,1597
泰州港,木材,2020,6,1395
泰州港,木材,2020,7,951
泰州港,木材,2020,8,2836
泰州港,木材,2020,9,3306
泰州港,木材,2020,10,1729
泰州港,木材,2020,11,2470
泰州港,木材,2020,12,2706
泰州港,木材,2021,1,997
泰州港,木材,2021,2,1604
泰州港,木材,2021,3,1722
泰州港,木材,2021,4,2250
泰州港,木材,2021,5,1508
泰州港,木材,2021,6,2550
泰州港,木材,2021,7,2329
泰州港,木材,2021,8,2822
泰州港,木材,2021,9,1991
泰州港,木材,2021,10,845
泰州港,木材,2021,11,3064
泰州港,木材,2021,12,2077
泰州港,木材,2022,1,2416
泰州港,木材,2022,2,1522
泰州港,木材,2022,3,2659
泰州港,木材,2022,4,1957
泰州港,木材,2022,5,3188
泰州港,木材,2022,6,2381
泰州港,木材,2022,7,2920
泰州港,木材,2022,8,1591
泰州港,木材,2022,9,2708
泰州港,木材,2022,10,1584
泰州港,木材,2022,11,2427
泰州港,木材,2022,12,2894
泰州港,水泥,2020,1,750
泰州港,水泥,2020,2,2964
泰州港,水泥,2020,3,3556
泰州港,水泥,2020,4,2581
泰州港,水泥,2020,5,2323
泰州港,水泥,2020,6,3246
泰州港,水泥,2020,7,941
泰州港,水泥,2020,8,1028
泰州港,水泥,2020,9,2765
泰州港,水泥,2020,10,2572
泰州港,水泥,2020,11,3931
泰州港,水泥,2020,12,2493
泰州港,水泥,2021,1,2741
泰州港,水泥,2021,2,1790
泰州港,水泥,2021,3,1477
泰州港,水泥,2021,4,1246
泰州港,水泥,2021,5,3005
泰州港,水泥,2021,6,3106
泰州港,水泥,2021,7,1482
泰州港,水泥,2021,8,1191
泰州港,水泥,2021,9,4577
泰州港,水泥,2021,10,1100
泰州港,水泥,2021,11,2726
泰州港,水泥,2021,12,1898
泰州港,水泥,2022,1,3189
泰州港,水泥,2022,2,1922
泰州港,水泥,2022,3,1308
泰州港,水泥,2022,4,2311
泰州港,水泥,2022,5,1564
泰州港,水泥,2022,6,2710
泰州港,水泥,2022,7,1552
泰州港,水泥,2022,8,519
泰州港,水泥,2022,9,2096
泰州港,水泥,2022,10,3119
泰州港,水泥,2022,11,2993
泰州港,水泥,2022,12,4430
泰州港,活牛,2020,1,2621
泰州港,活牛,2020,2,2681
泰州港,活牛,2020,3,2414
泰州港,活牛,2020,4,3733
泰州港,活牛,2020,5,2652
泰州港,活牛,2020,6,2309
泰州港,活牛,2020,7,1186
泰州港,活牛,2020,8,2073
泰州港,活牛,2020,9,2768
泰州港,活牛,2020,10,1784
泰州港,活牛,2020,11,2822
泰州港,活牛,2020,12,1895
泰州港,活牛,2021,1,1022
泰州港,活牛,2021,2,3564
泰州港,活牛,2021,3,2415
泰州港,活牛,2021,4,2031
泰州港,活牛,2021,5,1066
泰州港,活牛,2021,6,2947
泰州港,活牛,2021,7,2816
泰州港,活牛,2021,8,2235
泰州港,活牛,2021,9,1555
泰州港,活牛,2021,10,1809
泰州港,活牛,2021,11,2002
泰州港,活牛,2021,12,3288
泰州港,活牛,2022,1,1667
泰州港,活牛,2022,2,3685
泰州港,活牛,2022,3,3519
泰州港,活牛,2022,4,3851
泰州港,活牛,2022,5,2890
泰州港,活牛,2022,6,827
泰州港,活牛,2022,7,3353
泰州港,活牛,2022,8,3749
泰州港,活牛,2022,9,3815
泰州港,活牛,2022,10,1368
泰州港,活牛,2022,11,3061
泰州港,活牛,2022,12,3103
泰州港,活猪,2020,1,4352
泰州港,活猪,2020,2,672
泰州港,活猪,2020,3,1818
泰州港,活猪,2020,4,1542
泰州港,活猪,2020,5,3155
泰州港,活猪,2020,6,2458
泰州港,活猪,2020,7,3487
泰州港,活猪,2020,8,1826
泰州港,活猪,2020,9,1826
泰州港,活猪,2020,10,2416
泰州港,活猪,2020,11,1941
泰州港,活猪,2020,12,2972
泰州港,活猪,2021,1,996
泰州港,活猪,2021,2,991
泰州港,活猪,2021,3,1703
泰州港,活猪,2021,4,2180
泰州港,活猪,2021,5,1215
泰州港,活猪,2021,6,2098
泰州港,活猪,2021,7,2030
泰州港,活猪,2021,8,892
泰州港,活猪,2021,9,2175
泰州港,活猪,2021,10,1929
泰州港,活猪,2021,11,703
泰州港,活猪,2021,12,955
泰州港,活猪,2022,1,2960
泰州港,活猪,2022,2,2466
泰州港,活猪,2022,3,2688
泰州港,活猪,2022,4,1492
泰州港,活猪,2022,5,1651
泰州港,活猪,2022,6,1839
泰州港,活猪,2022,7,3137
泰州港,活猪,2022,8,2277
泰州港,活猪,2022,9,3365
泰州港,活猪,2022,10,1431
泰州港,活猪,2022,11,1271
泰州港,活猪,2022,12,2949
泰州港,燕麦,2020,1,3222
泰州港,燕麦,2020,2,1532
泰州港,燕麦,2020,3,916
泰州港,燕麦,2020,4,2269
泰州港,燕麦,2020,5,1917
泰州港,燕麦,2020,6,1068
泰州港,燕麦,2020,7,2060
泰州港,燕麦,2020,8,1262
泰州港,燕麦,2020,9,1245
泰州港,燕麦,2020,10,3728
泰州港,燕麦,2020,11,1374
泰州港,燕麦,2020,12,788
泰州港,燕麦,2021,1,1627
泰州港,燕麦,2021,2,1441
泰州港,燕麦,2021,3,2070
泰州港,燕麦,2021,4,1492
泰州港,燕麦,2021,5,2269
泰州港,燕麦,2021,6,2661
泰州港,燕麦,2021,7,2793
泰州港,燕麦,2021,8,2275
泰州港,燕麦,2021,9,1141
泰州港,燕麦,2021,10,2421
泰州港,燕麦,2021,11,538
泰州港,燕麦,2021,12,2348
泰州港,燕麦,2022,1,1860
泰州港,燕麦,2022,2,1368
泰州港,燕麦,2022,3,1316
泰州港,燕麦,2022,4,903
泰州港,燕麦,2022,5,1332
泰州港,燕麦,2022,6,3061
泰州港,燕麦,2022,7,2980
泰州港,燕麦,2022,8,1269
泰州港,燕麦,2022,9,4046
泰州港,燕麦,2022,10,1439
泰州港,燕麦,2022,11,3766
泰州港,燕麦,2022,12,2286
泰州港,猪腩,2020,1,2732
泰州港,猪腩,2020,2,1376
泰州港,猪腩,2020,3,653
泰州港,猪腩,2020,4,1863
泰州港,猪腩,2020,5,2406
泰州港,猪腩,2020,6,798
泰州港,猪腩,2020,7,2005
泰州港,猪腩,2020,8,2271
泰州港,猪腩,2020,9,3055
泰州港,猪腩,2020,10,2197
泰州港,猪腩,2020,11,2012
泰州港,猪腩,2020,12,1201
泰州港,猪腩,2021,1,1832
泰州港,猪腩,2021,2,1592
泰州港,猪腩,2021,3,2146
泰州港,猪腩,2021,4,1022
泰州港,猪腩,2021,5,2827
泰州港,猪腩,2021,6,2055
泰州港,猪腩,2021,7,2174
泰州港,猪腩,2021,8,2117
泰州港,猪腩,2021,9,1944
泰州港,猪腩,2021,10,1174
泰州港,猪腩,2021,11,1223
泰州港,猪腩,2021,12,1256
泰州港,猪腩,2022,1,1523
泰州港,猪腩,2022,2,2348
泰州港,猪腩,2022,3,3152
泰州港,猪腩,2022,4,2252
泰州港,猪腩,2022,5,6303
泰州港,猪腩,2022,6,3015
泰州港,猪腩,2022,7,1109
泰州港,猪腩,2022,8,2697
泰州港,猪腩,2022,9,2220
泰州港,猪腩,2022,10,2164
泰州港,猪腩,2022,11,2193
泰州港,猪腩,2022,12,491
泰州港,砂石,2020,1,2553
泰州港,砂石,2020,2,2632
泰州港,砂石,2020,3,1669
泰州港,砂石,2020,4,5213
泰州港,砂石,2020,5,2135
泰州港,砂石,2020,6,2226
泰州港,砂石,2020,7,3547
泰州港,砂石,2020,8,1938
泰州港,砂石,2020,9,5053
泰州港,砂石,2020,10,1255
泰州港,砂石,2020,11,2151
泰州港,砂石,2020,12,1121
泰州港,砂石,2021,1,4184
泰州港,砂石,2021,2,3073
泰州港,砂石,2021,3,2005
泰州港,砂石,2021,4,2927
泰州港,砂石,2021,5,2665
泰州港,砂石,2021,6,2003
泰州港,砂石,2021,7,1225
泰州港,砂石,2021,8,2375
泰州港,砂石,2021,9,2586
泰州港,砂石,2021,10,2059
泰州港,砂石,2021,11,993
泰州港,砂石,2021,12,2431
泰州港,砂石,2022,1,2715
泰州港,砂石,2022,2,2420
泰州港,砂石,2022,3,1625
泰州港,砂石,2022,4,2841
泰州港,砂石,2022,5,3070
泰州港,砂石,2022,6,1848
泰州港,砂石,2022,7,1262
泰州港,砂石,2022,8,2107
泰州港,砂石,2022,9,2295
泰州港,砂石,2022,10,3122
泰州港,砂石,2022,11,2070
泰州港,砂石,2022,12,1308
泰州港,稻谷,2020,1,2366
泰州港,稻谷,2020,2,1478
泰州港,稻谷,2020,3,2361
泰州港,稻谷,2020,4,1828
泰州港,稻谷,2020,5,1549
泰州港,稻谷,2020,6,65
泰州港,稻谷,2020,7,2369
泰州港,稻谷,2020,8,3711
泰州港,稻谷,2020,9,2328
泰州港,稻谷,2020,10,1141
泰州港,稻谷,2020,12,2348
泰州港,稻谷,2021,1,2571
泰州港,稻谷,2021,2,2242
泰州港,稻谷,2021,3,3826
泰州港,稻谷,2021,4,2481
泰州港,稻谷,2021,5,1780
泰州港,稻谷,2021,6,1246
泰州港,稻谷,2021,7,1771
泰州港,稻谷,2021,8,554
泰州港,稻谷,2021,9,1134
泰州港,稻谷,2021,10,3258
泰州港,稻谷,2021,11,1804
泰州港,稻谷,2021,12,1997
泰州港,稻谷,2022,1,2970
泰州港,稻谷,2022,2,2064
泰州港,稻谷,2022,3,1592
泰州港,稻谷,2022,4,3616
泰州港,稻谷,2022,5,2842
泰州港,稻谷,2022,6,5038
泰州港,稻谷,2022,7,2508
泰州港,稻谷,2022,8,1761
泰州港,稻谷,2022,9,2132
泰州港,稻谷,2022,10,1475
泰州港,稻谷,2022,11,961
泰州港,稻谷,2022,12,2029
泰州港,茶叶,2020,1,2618
泰州港,茶叶,2020,2,1283
泰州港,茶叶,2020,3,2390
泰州港,茶叶,2020,4,2412
泰州港,茶叶,2020,5,3929
泰州港,茶叶,2020,6,1210
泰州港,茶叶,2020,7,1006
泰州港,茶叶,2020,8,2810
泰州港,茶叶,2020,9,1830
泰州港,茶叶,2020,10,2177
泰州港,茶叶,2020,11,1529
泰州港,茶叶,2020,12,1836
泰州港,茶叶,2021,1,2384
泰州港,茶叶,2021,2,1218
泰州港,茶叶,2021,3,3017
泰州港,茶叶,2021,4,1594
泰州港,茶叶,2021,5,4065
泰州港,茶叶,2021,6,4377
泰州港,茶叶,2021,7,2039
泰州港,茶叶,2021,8,2434
泰州港,茶叶,2021,9,2888
泰州港,茶叶,2021,10,2164
泰州港,茶叶,2021,11,1805
泰州港,茶叶,2021,12,3142
泰州港,茶叶,2022,1,3771
泰州港,茶叶,2022,2,1128
泰州港,茶叶,2022,3,2338
泰州港,茶叶,2022,4,2474
泰州港,茶叶,2022,5,4286
泰州港,茶叶,2022,6,2617
泰州港,茶叶,2022,7,1778
泰州港,茶叶,2022,8,3126
泰州港,茶叶,2022,9,2795
泰州港,茶叶,2022,10,2350
泰州港,茶叶,2022,11,1793
泰州港,茶叶,2022,12,2813
泰州港,钢材,2020,1,1546
泰州港,钢材,2020,2,2855
泰州港,钢材,2020,3,4711
泰州港,钢材,2020,4,1573
泰州港,钢材,2020,5,2348
泰州港,钢材,2020,6,882
泰州港,钢材,2020,7,2487
泰州港,钢材,2020,8,1013
泰州港,钢材,2020,9,1066
泰州港,钢材,2020,10,2292
泰州港,钢材,2020,11,2309
泰州港,钢材,2020,12,1563
泰州港,钢材,2021,1,2935
泰州港,钢材,2021,2,3782
泰州港,钢材,2021,3,933
泰州港,钢材,2021,4,2270
泰州港,钢材,2021,5,1190
泰州港,钢材,2021,6,1129
泰州港,钢材,2021,7,977
泰州港,钢材,2021,8,2035
泰州港,钢材,2021,9,1910
泰州港,钢材,2021,10,858
泰州港,钢材,2021,11,1219
泰州港,钢材,2021,12,1401
泰州港,钢材,2022,1,1112
泰州港,钢材,2022,2,1559
泰州港,钢材,2022,3,2273
泰州港,钢材,2022,4,3005
泰州港,钢材,2022,5,1910
泰州港,钢材,2022,6,2594
泰州港,钢材,2022,7,1242
泰州港,钢材,2022,8,1957
泰州港,钢材,2022,9,1508
泰州港,钢材,2022,10,1843
泰州港,钢材,2022,11,834
泰州港,钢材,2022,12,2807
泰州港,铁矿石,2019,12,144
泰州港,铁矿石,2020,1,2119
泰州港,铁矿石,2020,2,2669
泰州港,铁矿石,2020,3,178
泰州港,铁矿石,2020,4,2231
泰州港,铁矿石,2020,5,1607
泰州港,铁矿石,2020,6,2174
泰州港,铁矿石,2020,7,1806
泰州港,铁矿石,2020,8,3024
泰州港,铁矿石,2020,9,2538
泰州港,铁矿石,2020,10,2347
泰州港,铁矿石,2020,11,1576
泰州港,铁矿石,2020,12,2496
泰州港,铁矿石,2021,1,1856
泰州港,铁矿石,2021,2,938
泰州港,铁矿石,2021,3,1814
泰州港,铁矿石,2021,4,1790
泰州港,铁矿石,2021,5,1881
泰州港,铁矿石,2021,6,2486
泰州港,铁矿石,2021,7,1921
泰州港,铁矿石,2021,8,1916
泰州港,铁矿石,2021,9,1666
泰州港,铁矿石,2021,10,1448
泰州港,铁矿石,2021,11,994
泰州港,铁矿石,2021,12,1785
泰州港,铁矿石,2022,1,2981
泰州港,铁矿石,2022,2,1553
泰州港,铁矿石,2022,3,3342
泰州港,铁矿石,2022,4,1685
泰州港,铁矿石,2022,5,1752
泰州港,铁矿石,2022,6,3265
泰州港,铁矿石,2022,7,1872
泰州港,铁矿石,2022,8,1960
泰州港,铁矿石,2022,9,3750
泰州港,铁矿石,2022,10,2978
泰州港,铁矿石,2022,11,2775
泰州港,铁矿石,2022,12,2764
泰州港,铜,2020,1,1415
泰州港,铜,2020,2,2734
泰州港,铜,2020,3,3001
泰州港,铜,2020,4,3712
泰州港,铜,2020,5,870
泰州港,铜,2020,6,3258
泰州港,铜,2020,7,1166
泰州港,铜,2020,8,2791
泰州港,铜,2020,9,2008
泰州港,铜,2020,10,2387
泰州港,铜,2020,11,2673
泰州港,铜,2020,12,2657
泰州港,铜,2021,1,2108
泰州港,铜,2021,2,2253
泰州港,铜,2021,3,2858
泰州港,铜,2021,4,911
泰州港,铜,2021,5,1911
泰州港,铜,2021,6,1443
泰州港,铜,2021,7,1051
泰州港,铜,2021,8,547
泰州港,铜,2021,9,1262
泰州港,铜,2021,10,326
泰州港,铜,2021,11,2320
泰州港,铜,2021,12,874
泰州港,铜,2022,1,2843
泰州港,铜,2022,2,1795
泰州港,铜,2022,3,607
泰州港,铜,2022,4,1142
泰州港,铜,2022,5,4423
泰州港,铜,2022,6,3442
泰州港,铜,2022,7,3002
泰州港,铜,2022,8,2515
泰州港,铜,2022,9,2557
泰州港,铜,2022,10,2399
泰州港,铜,2022,11,1197
泰州港,铜,2022,12,2728
泰州港,黑麦,2020,1,2276
泰州港,黑麦,2020,2,2873
泰州港,黑麦,2020,3,3771
泰州港,黑麦,2020,4,1584
泰州港,黑麦,2020,5,690
泰州港,黑麦,2020,6,1053
泰州港,黑麦,2020,7,3963
泰州港,黑麦,2020,8,1676
泰州港,黑麦,2020,9,2256
泰州港,黑麦,2020,10,1660
泰州港,黑麦,2020,11,1695
泰州港,黑麦,2020,12,2859
泰州港,黑麦,2021,1,2100
泰州港,黑麦,2021,2,1074
泰州港,黑麦,2021,3,3130
泰州港,黑麦,2021,4,1458
泰州港,黑麦,2021,5,3082
泰州港,黑麦,2021,6,706
泰州港,黑麦,2021,7,2952
泰州港,黑麦,2021,8,3817
泰州港,黑麦,2021,9,989
泰州港,黑麦,2021,10,1264
泰州港,黑麦,2021,11,1665
泰州港,黑麦,2021,12,1441
泰州港,黑麦,2022,1,925
泰州港,黑麦,2022,2,2977
泰州港,黑麦,2022,3,2041
泰州港,黑麦,2022,4,1612
泰州港,黑麦,2022,5,2836
泰州港,黑麦,2022,6,2572
泰州港,黑麦,2022,7,2106
泰州港,黑麦,2022,8,2464
泰州港,黑麦,2022,9,2209
泰州港,黑麦,2022,10,1358
泰州港,黑麦,2022,11,3809
泰州港,黑麦,2022,12,2124
芜湖港,三钙,2020,1,2524
芜湖港,三钙,2020,2,2249
芜湖港,三钙,2020,3,1990
芜湖港,三钙,2020,4,1904
芜湖港,三钙,2020,5,1455
芜湖港,三钙,2020,6,1021
芜湖港,三钙,2020,7,2574
芜湖港,三钙,2020,8,1360
芜湖港,三钙,2020,9,3582
芜湖港,三钙,2020,10,2804
芜湖港,三钙,2020,11,2004
芜湖港,三钙,2020,12,1175
芜湖港,三钙,2021,1,1342
芜湖港,三钙,2021,2,2187
芜湖港,三钙,2021,3,1296
芜湖港,三钙,2021,4,3177
芜湖港,三钙,2021,5,3164
芜湖港,三钙,2021,6,1486
芜湖港,三钙,2021,7,1364
芜湖港,三钙,2021,8,428
芜湖港,三钙,2021,9,3198
芜湖港,三钙,2021,10,2036
芜湖港,三钙,2021,11,3525
芜湖港,三钙,2021,12,2533
芜湖港,三钙,2022,1,4448
芜湖港,三钙,2022,2,3478
芜湖港,三钙,2022,3,2039
芜湖港,三钙,2022,4,1803
芜湖港,三钙,2022,5,5364
芜湖港,三钙,2022,6,2973
芜湖港,三钙,2022,7,989
芜湖港,三钙,2022,8,2938
芜湖港,三钙,2022,9,2280
芜湖港,三钙,2022,10,3908
芜湖港,三钙,2022,11,2375
芜湖港,三钙,2022,12,2419
芜湖港,单氟磷酸钠,2019,12,308
芜湖港,单氟磷酸钠,2020,1,1583
芜湖港,单氟磷酸钠,2020,2,2648
芜湖港,单氟磷酸钠,2020,3,2349
芜湖港,单氟磷酸钠,2020,4,2351
芜湖港,单氟磷酸钠,2020,5,1668
芜湖港,单氟磷酸钠,2020,6,1934
芜湖港,单氟磷酸钠,2020,7,2267
芜湖港,单氟磷酸钠,2020,8,2142
芜湖港,单氟磷酸钠,2020,9,2196
芜湖港,单氟磷酸钠,2020,10,1844
芜湖港,单氟磷酸钠,2020,11,1322
芜湖港,单氟磷酸钠,2020,12,2864
芜湖港,单氟磷酸钠,2021,1,2593
芜湖港,单氟磷酸钠,2021,2,2458
芜湖港,单氟磷酸钠,2021,3,3552
芜湖港,单氟磷酸钠,2021,4,1636
芜湖港,单氟磷酸钠,2021,5,1845
芜湖港,单氟磷酸钠,2021,6,3894
芜湖港,单氟磷酸钠,2021,7,3234
芜湖港,单氟磷酸钠,2021,8,1165
芜湖港,单氟磷酸钠,2021,9,2582
芜湖港,单氟磷酸钠,2021,10,1485
芜湖港,单氟磷酸钠,2021,11,3596
芜湖港,单氟磷酸钠,2021,12,1604
芜湖港,单氟磷酸钠,2022,1,2724
芜湖港,单氟磷酸钠,2022,2,2267
芜湖港,单氟磷酸钠,2022,3,1694
芜湖港,单氟磷酸钠,2022,4,2799
芜湖港,单氟磷酸钠,2022,5,1765
芜湖港,单氟磷酸钠,2022,6,4185
芜湖港,单氟磷酸钠,2022,7,3678
芜湖港,单氟磷酸钠,2022,8,2525
芜湖港,单氟磷酸钠,2022,9,344
芜湖港,单氟磷酸钠,2022,10,1594
芜湖港,单氟磷酸钠,2022,11,669
芜湖港,单氟磷酸钠,2022,12,1826
芜湖港,原油,2020,1,106
芜湖港,原油,2020,2,1901
芜湖港,原油,2020,3,4133
芜湖港,原油,2020,4,347
芜湖港,原油,2020,5,2554
芜湖港,原油,2020,6,1323
芜湖港,原油,2020,7,685
芜湖港,原油,2020,8,1742
芜湖港,原油,2020,9,837
芜湖港,原油,2020,10,1920
芜湖港,原油,2020,11,2560
芜湖港,原油,2020,12,1265
芜湖港,原油,2021,1,2344
芜湖港,原油,2021,2,3223
芜湖港,原油,2021,3,1418
芜湖港,原油,2021,4,685
芜湖港,原油,2021,5,1731
芜湖港,原油,2021,6,1600
芜湖港,原油,2021,7,2563
芜湖港,原油,2021,8,3613
芜湖港,原油,2021,9,2898
芜湖港,原油,2021,10,2405
芜湖港,原油,2021,11,3115
芜湖港,原油,2021,12,2933
芜湖港,原油,2022,1,3187
芜湖港,原油,2022,2,854
芜湖港,原油,2022,3,2023
芜湖港,原油,2022,4,3214
芜湖港,原油,2022,5,1789
芜湖港,原油,2022,6,3570
芜湖港,原油,2022,7,3523
芜湖港,原油,2022,8,3542
芜湖港,原油,2022,9,1988
芜湖港,原油,2022,10,3107
芜湖港,原油,2022,11,3049
芜湖港,原油,2022,12,1657
芜湖港,原煤,2020,1,1928
芜湖港,原煤,2020,2,1924
